,Survived,Pclass,Sex,Fare,FamilySize,Age_cat,Initial_0,Initial_1,Initial_2,Initial_3,Initial_4,Embarked_C,Embarked_Q,Embarked_S
378,0,3,1,1.3894144884561344,1,2,0,0,1,0,0,1,0,0
379,0,3,1,2.0509134580652977,1,1,0,0,1,0,0,0,0,1
380,1,1,0,5.427260122463419,1,4,0,1,0,0,0,1,0,0
381,1,3,0,2.7563132422397203,3,0,0,1,0,0,0,1,0,0
382,0,3,1,2.0700223197633445,1,3,0,0,1,0,0,0,0,1
383,1,1,0,3.9512437185814275,2,3,0,0,0,1,0,0,0,1
384,0,3,1,2.0663309725297405,1,3,0,0,1,0,0,0,0,1
385,0,2,1,4.297285406218791,1,1,0,0,1,0,0,0,0,1
386,0,3,1,3.8480176754522337,8,0,1,0,0,0,0,0,0,1
387,1,2,0,2.5649493574615367,1,3,0,1,0,0,0,0,0,1
388,0,3,1,2.0450053643587083,1,3,0,0,1,0,0,0,1,0
389,1,2,0,2.4849066497880004,1,1,0,1,0,0,0,1,0,0
390,1,1,1,4.787491742782046,4,3,0,0,1,0,0,0,0,1
391,1,3,1,2.0535851271346086,1,2,0,0,1,0,0,0,0,1
392,0,3,1,2.0700223197633445,3,2,0,0,1,0,0,0,0,1
393,1,1,0,4.729818490553202,2,2,0,1,0,0,0,1,0,0
394,1,3,0,2.8154087194227095,3,2,0,0,0,1,0,0,0,1
395,0,3,1,2.0535851271346086,1,2,0,0,1,0,0,0,0,1
396,0,3,0,2.061048420562944,1,3,0,1,0,0,0,0,0,1
397,0,2,1,3.258096538021482,1,4,0,0,1,0,0,0,0,1
398,0,2,1,2.3513752571634776,1,2,0,0,1,0,0,0,0,1
399,1,2,0,2.5376572151735295,1,2,0,0,0,1,0,0,0,1
400,1,3,1,2.0700223197633445,1,3,0,0,1,0,0,0,0,1
401,0,3,1,2.0856720914304723,1,2,0,0,1,0,0,0,0,1
402,0,3,0,2.284930157755325,2,2,0,1,0,0,0,0,0,1
403,0,3,1,2.7631695003232895,2,2,0,0,1,0,0,0,0,1
404,0,3,0,2.1590033645160216,1,2,0,1,0,0,0,0,0,1
405,0,2,1,3.044522437723423,2,3,0,0,1,0,0,0,0,1
406,0,3,1,2.0476928433652555,1,5,0,0,1,0,0,0,0,1
407,1,2,1,2.9311937524164198,3,0,1,0,0,0,0,0,0,1
408,0,3,1,2.0509134580652977,1,2,0,0,1,0,0,0,0,1
409,0,3,0,3.237371716404032,5,2,0,1,0,0,0,0,0,1
410,0,3,1,2.0663309725297405,1,3,0,0,1,0,0,0,0,1
411,0,3,1,1.925459597615898,1,3,0,0,1,0,0,0,1,0
412,1,1,0,4.499809670330265,2,3,0,1,0,0,0,0,1,0
413,0,2,1,0.0,1,3,0,0,1,0,0,0,0,1
414,1,3,1,2.0700223197633445,1,4,0,0,1,0,0,0,0,1
415,0,3,0,2.0856720914304723,1,3,0,0,0,1,0,0,0,1
416,1,2,0,3.481240089335692,3,3,0,0,0,1,0,0,0,1
417,1,2,0,2.5649493574615367,3,1,0,1,0,0,0,0,0,1
418,0,2,1,2.5649493574615367,1,3,0,0,1,0,0,0,0,1
419,0,3,0,3.184284380098582,3,1,0,1,0,0,0,0,0,1
420,0,3,1,2.0663309725297405,1,3,0,0,1,0,0,1,0,0
421,0,3,1,2.0455356796500372,1,2,0,0,1,0,0,0,1,0
422,0,3,1,2.063693184711697,1,2,0,0,1,0,0,0,0,1
423,0,3,0,2.667228206581955,3,2,0,0,0,1,0,0,0,1
424,0,3,1,3.006301224903225,3,1,0,0,1,0,0,0,0,1
425,0,3,1,1.9810014688665833,1,3,0,0,1,0,0,0,0,1
426,1,2,0,3.258096538021482,2,2,0,0,0,1,0,0,0,1
427,1,2,0,3.258096538021482,1,1,0,1,0,0,0,0,0,1
428,0,3,1,2.0476928433652555,1,3,0,0,1,0,0,0,1,0
429,1,3,1,2.0856720914304723,1,3,0,0,1,0,0,0,0,1
430,1,1,1,3.279029747687948,1,2,0,0,1,0,0,0,0,1
431,1,3,0,2.7788192719904172,2,3,0,0,0,1,0,0,0,1
432,1,2,0,3.258096538021482,2,4,0,0,0,1,0,0,0,1
433,0,3,1,1.9636097261547143,1,1,0,0,1,0,0,0,0,1
434,0,1,1,4.023564380161053,2,5,0,0,1,0,0,0,0,1
435,1,1,0,4.787491742782046,4,1,0,1,0,0,0,0,0,1
436,0,3,0,3.5373295559867355,5,2,0,1,0,0,0,0,0,1
437,1,2,0,2.9311937524164198,6,2,0,0,0,1,0,0,0,1
438,0,1,1,5.572154032177765,6,6,0,0,1,0,0,0,0,1
439,0,2,1,2.3513752571634776,1,3,0,0,1,0,0,0,0,1
440,1,2,0,3.2676659890376327,3,4,0,0,0,1,0,0,0,1
441,0,3,1,2.2512917986064953,1,2,0,0,1,0,0,0,0,1
442,0,3,1,2.0509134580652977,2,2,0,0,1,0,0,0,0,1
443,1,2,0,2.5649493574615367,1,2,0,1,0,0,0,0,0,1
444,1,3,1,2.0934060820302083,1,3,0,0,1,0,0,0,0,1
445,1,1,1,4.404989703685167,3,0,1,0,0,0,0,0,0,1
446,1,2,0,2.970414465569701,2,1,0,1,0,0,0,0,0,1
447,1,1,1,3.279029747687948,1,3,0,0,1,0,0,0,0,1
448,1,3,0,2.957942136638392,4,0,0,1,0,0,0,1,0,0
449,1,1,1,3.417726683613366,1,5,0,0,1,0,0,0,0,1
450,0,2,1,3.3232358401924436,4,3,0,0,1,0,0,0,0,1
451,0,3,1,2.9940658859009823,2,3,0,0,1,0,0,0,0,1
452,0,1,1,3.3232358401924436,1,3,0,0,1,0,0,1,0,0
453,1,1,1,4.489806471412939,2,4,0,0,1,0,0,1,0,0
454,0,3,1,2.0856720914304723,1,3,0,0,1,0,0,0,0,1
455,1,3,1,2.0663309725297405,1,2,0,0,1,0,0,1,0,0
456,0,1,1,3.279029747687948,1,6,0,0,1,0,0,0,0,1
457,1,1,0,3.948595985658986,2,3,0,0,0,1,0,0,0,1
458,1,2,0,2.3513752571634776,1,5,0,1,0,0,0,0,0,1
459,0,3,1,2.0476928433652555,1,3,0,0,1,0,0,0,1,0
460,1,1,1,3.279029747687948,1,4,0,0,1,0,0,0,0,1
461,0,3,1,2.0856720914304723,1,3,0,0,1,0,0,0,0,1
462,0,1,1,3.6506582412937387,1,4,0,0,1,0,0,0,0,1
463,0,2,1,2.5649493574615367,1,4,0,0,1,0,0,0,0,1
464,0,3,1,2.0856720914304723,1,3,0,0,1,0,0,0,0,1
465,0,3,1,1.9530276168241774,1,3,0,0,1,0,0,0,0,1
466,0,2,1,0.0,1,3,0,0,1,0,0,0,0,1
467,0,1,1,3.279029747687948,1,5,0,0,1,0,0,0,0,1
468,0,3,1,2.044461822783809,1,3,0,0,1,0,0,0,1,0
469,1,3,0,2.957942136638392,4,0,0,1,0,0,0,1,0,0
470,0,3,1,1.9810014688665833,1,3,0,0,1,0,0,0,0,1
471,0,3,1,2.1590033645160216,1,3,0,0,1,0,0,0,0,1
472,1,2,0,3.3232358401924436,4,3,0,0,0,1,0,0,0,1
473,1,2,0,2.6240669619446257,1,2,0,0,0,1,0,1,0,0
474,0,3,0,2.2862016137435215,1,2,0,1,0,0,0,0,0,1
475,0,1,1,3.9512437185814275,1,3,0,0,1,0,0,0,0,1
476,0,2,1,3.044522437723423,2,3,0,0,1,0,0,0,0,1
477,0,3,1,1.9524316946169533,2,2,0,0,1,0,0,0,0,1
478,0,3,1,2.017672515282204,1,2,0,0,1,0,0,0,0,1
479,1,3,0,2.5085824854732848,2,0,0,1,0,0,0,0,0,1
480,0,3,1,3.8480176754522337,8,0,1,0,0,0,0,0,0,1
481,0,2,1,0.0,1,3,0,0,1,0,0,0,0,1
482,0,3,1,2.0856720914304723,1,5,0,0,1,0,0,0,0,1
483,1,3,0,2.260460166693375,1,6,0,0,0,1,0,0,0,1
484,1,1,1,4.51172945766992,2,2,0,0,1,0,0,1,0,0
485,0,3,0,3.237371716404032,5,2,0,1,0,0,0,0,0,1
486,1,1,0,4.499809670330265,2,3,0,0,0,1,0,0,0,1
487,0,1,1,3.391147045808654,1,5,0,0,1,0,0,1,0,0
488,0,3,1,2.0856720914304723,1,3,0,0,1,0,0,0,0,1
489,1,3,1,2.766319109226186,3,0,1,0,0,0,0,0,0,1
490,0,3,1,2.9940658859009823,2,3,0,0,1,0,0,0,0,1
491,0,3,1,1.9810014688665833,1,2,0,0,1,0,0,0,0,1
492,0,1,1,3.417726683613366,1,5,0,0,1,0,0,0,0,1
493,0,1,1,3.902057514460064,1,7,0,0,1,0,0,1,0,0
494,0,3,1,2.0856720914304723,1,2,0,0,1,0,0,0,0,1
495,0,3,1,2.671268644120752,1,3,0,0,1,0,0,1,0,0
496,1,1,0,4.3601222251801195,2,5,0,1,0,0,0,1,0,0
497,0,3,1,2.714694743820879,1,3,0,0,1,0,0,0,0,1
498,0,1,0,5.020915603503812,4,2,0,0,0,1,0,0,0,1
499,0,3,1,2.0535851271346086,1,2,0,0,1,0,0,0,0,1
500,0,3,1,2.1590033645160216,1,1,0,0,1,0,0,0,0,1
501,0,3,0,2.0476928433652555,1,2,0,1,0,0,0,0,1,0
502,0,3,0,2.0319829905201345,1,2,0,1,0,0,0,0,1,0
503,0,3,0,2.260460166693375,1,3,0,1,0,0,0,0,0,1
504,1,1,0,4.460144413937834,1,1,0,1,0,0,0,0,0,1
505,0,1,1,4.690430029938915,2,1,0,0,1,0,0,1,0,0
506,1,2,0,3.258096538021482,3,3,0,0,0,1,0,0,0,1
507,1,1,1,3.279029747687948,1,3,0,0,1,0,0,0,0,1
508,0,3,1,3.1146258034944014,1,2,0,0,1,0,0,0,0,1
509,1,3,1,4.034166299106131,1,2,0,0,1,0,0,0,0,1
510,1,3,1,2.0476928433652555,1,2,0,0,1,0,0,0,1,0
511,0,3,1,2.0856720914304723,1,3,0,0,1,0,0,0,0,1
512,1,1,1,3.2690935410288184,1,3,0,0,1,0,0,0,0,1
513,1,1,0,4.084294226368599,2,5,0,0,0,1,0,1,0,0
514,0,3,1,2.0143428636837015,1,2,0,0,1,0,0,0,0,1
515,0,1,1,3.5269721022703,1,4,0,0,1,0,0,0,0,1
516,1,2,0,2.3513752571634776,1,3,0,0,0,1,0,0,0,1
517,0,3,1,3.184284380098582,1,3,0,0,1,0,0,0,1,0
518,1,2,0,3.258096538021482,2,3,0,0,0,1,0,0,0,1
519,0,3,1,2.0663309725297405,1,3,0,0,1,0,0,0,0,1
520,1,1,0,4.537961436294641,1,3,0,1,0,0,0,0,0,1
521,0,3,1,2.0663309725297405,1,2,0,0,1,0,0,0,0,1
522,0,3,1,1.9775472339984959,1,3,0,0,1,0,0,1,0,0
523,1,1,0,4.0600843255369865,2,4,0,0,0,1,0,1,0,0
524,0,3,1,1.9781283799793465,1,3,0,0,1,0,0,1,0,0
525,0,3,1,2.0476928433652555,1,4,0,0,1,0,0,0,1,0
526,1,2,0,2.3513752571634776,1,5,0,1,0,0,0,0,0,1
527,0,1,1,5.401682292340279,1,3,0,0,1,0,0,0,0,1
528,0,3,1,2.0700223197633445,1,3,0,0,1,0,0,0,0,1
529,0,2,1,2.4423470353692043,4,2,0,0,1,0,0,0,0,1
530,1,2,0,3.258096538021482,3,0,0,1,0,0,0,0,0,1
531,0,3,1,1.9781283799793465,1,3,0,0,1,0,0,1,0,0
532,0,3,1,1.9781283799793465,3,1,0,0,1,0,0,1,0,0
533,1,3,0,3.107197616774036,3,3,0,0,0,1,0,1,0,0
534,0,3,0,2.1590033645160216,1,3,0,1,0,0,0,0,0,1
535,1,2,0,3.2676659890376327,3,0,0,1,0,0,0,0,0,1
536,0,1,1,3.279029747687948,1,4,0,0,1,0,0,0,0,1
537,1,1,0,4.667440511714216,1,3,0,1,0,0,0,1,0,0
538,0,3,1,2.6741486494265287,1,3,0,0,1,0,0,0,0,1
539,1,1,0,3.901972669574645,3,2,0,1,0,0,0,1,0,0
540,1,1,0,4.2626798770413155,3,3,0,1,0,0,0,0,0,1
541,0,3,0,3.442819056352975,7,0,0,1,0,0,0,0,0,1
542,0,3,0,3.442819056352975,7,1,0,1,0,0,0,0,0,1
543,1,2,1,3.258096538021482,2,3,0,0,1,0,0,0,0,1
544,0,1,1,4.667440511714216,2,5,0,0,1,0,0,1,0,0
545,0,1,1,3.258096538021482,1,6,0,0,1,0,0,0,0,1
546,1,2,0,3.258096538021482,2,1,0,0,0,1,0,0,0,1
547,1,2,1,2.6291873526764853,1,3,0,0,1,0,0,1,0,0
548,0,3,1,3.021643655338492,3,3,0,0,1,0,0,0,0,1
549,1,2,1,3.6041382256588457,3,0,1,0,0,0,0,0,0,1
550,1,1,1,4.708478296903478,3,1,0,0,1,0,0,1,0,0
551,0,2,1,3.258096538021482,1,2,0,0,1,0,0,0,0,1
552,0,3,1,2.0578603336462318,1,3,0,0,1,0,0,0,1,0
553,1,3,1,1.9775472339984959,1,2,0,0,1,0,0,1,0,0
554,1,3,0,2.0509134580652977,1,2,0,1,0,0,0,0,0,1
555,0,1,1,3.279029747687948,1,6,0,0,1,0,0,0,0,1
556,1,1,0,3.6788291182604347,2,4,0,0,0,1,0,1,0,0
557,0,1,1,5.427260122463419,1,3,0,0,1,0,0,1,0,0
558,1,1,0,4.3776420363560575,3,3,0,0,0,1,0,0,0,1
559,1,3,0,2.856470206220483,2,3,0,0,0,1,0,0,0,1
560,0,3,1,2.0476928433652555,1,3,0,0,1,0,0,0,1,0
561,0,3,1,2.0663309725297405,1,4,0,0,1,0,0,0,0,1
562,0,2,1,2.6026896854443837,1,2,0,0,1,0,0,0,0,1
563,0,3,1,2.0856720914304723,1,3,0,0,1,0,0,0,0,1
564,0,3,0,2.0856720914304723,1,2,0,1,0,0,0,0,0,1
565,0,3,1,3.184284380098582,3,2,0,0,1,0,0,0,0,1
566,0,3,1,2.0663309725297405,1,1,0,0,1,0,0,0,0,1
567,0,3,0,3.048087503887919,5,2,0,0,0,1,0,0,0,1
568,0,3,1,1.9781283799793465,1,3,0,0,1,0,0,1,0,0
569,1,3,1,2.061048420562944,1,3,0,0,1,0,0,0,0,1
570,1,2,1,2.3513752571634776,1,6,0,0,1,0,0,0,0,1
571,1,1,0,3.9411778425916384,3,5,0,0,0,1,0,0,0,1
572,1,1,1,3.272890413174439,1,3,0,0,1,0,0,0,0,1
573,1,3,0,2.0476928433652555,1,2,0,1,0,0,0,0,1,0
574,0,3,1,2.0856720914304723,1,1,0,0,1,0,0,0,0,1
575,0,3,1,2.6741486494265287,1,1,0,0,1,0,0,0,0,1
576,1,2,0,2.5649493574615367,1,3,0,1,0,0,0,0,0,1
577,1,1,0,4.023564380161053,2,3,0,0,0,1,0,0,0,1
578,0,3,0,2.671268644120752,2,3,0,0,0,1,0,1,0,0
579,1,3,1,2.0700223197633445,1,3,0,0,1,0,0,0,0,1
580,1,2,0,3.4011973816621555,3,2,0,1,0,0,0,0,0,1
581,1,1,0,4.708478296903478,3,3,0,0,0,1,0,1,0,0
582,0,2,1,3.258096538021482,1,5,0,0,1,0,0,0,0,1
583,0,1,1,3.69199958145018,1,3,0,0,1,0,0,1,0,0
584,0,3,1,2.1647587760866425,1,3,0,0,1,0,0,1,0,0
585,1,1,0,4.3776420363560575,3,1,0,1,0,0,0,0,0,1
586,0,2,1,2.70805020110221,1,4,0,0,1,0,0,0,0,1
587,1,1,1,4.37197629882038,3,6,0,0,1,0,0,1,0,0
588,0,3,1,2.0856720914304723,1,2,0,0,1,0,0,0,0,1
589,0,3,1,2.0856720914304723,1,3,0,0,1,0,0,0,0,1
590,0,3,1,1.9636097261547143,1,3,0,0,1,0,0,0,0,1
591,1,1,0,4.3601222251801195,2,5,0,0,0,1,0,1,0,0
592,0,3,1,1.9810014688665833,1,4,0,0,1,0,0,0,0,1
593,0,3,0,2.0476928433652555,3,2,0,1,0,0,0,0,1,0
594,0,2,1,3.258096538021482,2,3,0,0,1,0,0,0,0,1
595,0,3,1,3.184284380098582,3,3,0,0,1,0,0,0,0,1
596,1,2,0,3.4965075614664802,1,2,0,1,0,0,0,0,0,1
597,0,3,1,0.0,1,4,0,0,1,0,0,0,0,1
598,0,3,1,1.9775472339984959,1,3,0,0,1,0,0,1,0,0
599,1,1,1,4.041808390519271,2,4,0,0,1,0,0,1,0,0
600,1,2,0,3.295836866004329,4,2,0,0,0,1,0,0,0,1
601,0,3,1,2.0663309725297405,1,3,0,0,1,0,0,0,0,1
602,0,1,1,3.7471483622379123,1,3,0,0,1,0,0,0,0,1
603,0,3,1,2.0856720914304723,1,4,0,0,1,0,0,0,0,1
604,1,1,1,3.279029747687948,1,3,0,0,1,0,0,1,0,0
605,0,3,1,2.744060638625243,2,3,0,0,1,0,0,0,0,1
606,0,3,1,2.0663309725297405,1,3,0,0,1,0,0,0,0,1
607,1,1,1,3.417726683613366,1,2,0,0,1,0,0,0,0,1
608,1,2,0,3.7276000422255353,4,2,0,0,0,1,0,1,0,0
609,1,1,0,5.033456237506958,1,4,0,1,0,0,0,0,0,1
610,0,3,0,3.442819056352975,7,3,0,0,0,1,0,0,0,1
611,0,3,1,1.9530276168241774,1,3,0,0,1,0,0,0,0,1
612,1,3,0,2.740840023925201,2,2,0,1,0,0,0,0,1,0
613,0,3,1,2.0476928433652555,1,3,0,0,1,0,0,0,1,0
614,0,3,1,2.0856720914304723,1,3,0,0,1,0,0,0,0,1
615,1,2,0,4.174387269895637,4,2,0,1,0,0,0,0,0,1
616,0,3,1,2.667228206581955,3,3,0,0,1,0,0,0,0,1
617,0,3,0,2.7788192719904172,2,2,0,0,0,1,0,0,0,1
618,1,2,0,3.6635616461296463,4,0,0,1,0,0,0,0,0,1
619,0,2,1,2.3513752571634776,1,2,0,0,1,0,0,0,0,1
620,0,3,1,2.6709850297651974,2,2,0,0,1,0,0,1,0,0
621,1,1,1,3.961845018011234,2,4,0,0,1,0,0,0,0,1
622,1,3,1,2.7563132422397203,3,2,0,0,1,0,0,1,0,0
623,0,3,1,2.061048420562944,1,2,0,0,1,0,0,0,0,1
624,0,3,1,2.7788192719904172,1,2,0,0,1,0,0,0,0,1
625,0,1,1,3.4757109858218045,1,6,0,0,1,0,0,0,0,1
626,0,2,1,2.513656063073986,1,5,0,0,0,0,1,0,1,0
627,1,1,0,4.356174068347218,1,2,0,1,0,0,0,0,0,1
628,0,3,1,2.0663309725297405,1,2,0,0,1,0,0,0,0,1
629,0,3,1,2.0455356796500372,1,3,0,0,1,0,0,0,1,0
630,1,1,1,3.4011973816621555,1,7,0,0,1,0,0,0,0,1
631,0,3,1,1.9536231841196134,1,5,0,0,1,0,0,0,0,1
632,1,1,1,3.417726683613366,1,3,0,0,1,0,0,1,0,0
633,0,1,1,0.0,1,3,0,0,1,0,0,0,0,1
634,0,3,0,3.32862668882732,6,0,0,1,0,0,0,0,0,1
635,1,2,0,2.5649493574615367,1,2,0,1,0,0,0,0,0,1
636,0,3,1,2.0700223197633445,1,3,0,0,1,0,0,0,0,1
637,0,2,1,3.2676659890376327,3,3,0,0,1,0,0,0,0,1
638,0,3,0,3.6810362766529106,6,4,0,0,0,1,0,0,0,1
639,0,3,1,2.7788192719904172,2,3,0,0,1,0,0,0,0,1
640,0,3,1,2.061048420562944,1,2,0,0,1,0,0,0,0,1
641,1,1,0,4.238444906195857,1,2,0,1,0,0,0,1,0,0
642,0,3,0,3.32862668882732,6,0,0,1,0,0,0,0,0,1
643,1,3,1,4.034166299106131,1,3,0,0,1,0,0,0,0,1
644,1,3,0,2.957942136638392,4,0,0,1,0,0,0,1,0,0
645,1,1,1,4.340282339965535,2,4,0,0,1,0,0,1,0,0
646,0,3,1,2.0663309725297405,1,1,0,0,1,0,0,0,0,1
647,1,1,1,3.56953269648137,1,5,0,0,0,0,1,1,0,0
648,0,3,1,2.0215475632609334,1,3,0,0,1,0,0,0,0,1
649,1,3,0,2.0215475632609334,1,2,0,1,0,0,0,0,0,1
650,0,3,1,2.0663309725297405,1,3,0,0,1,0,0,0,0,1
651,1,2,0,3.1354942159291497,2,1,0,1,0,0,0,0,0,1
652,0,3,1,2.132188154488383,1,2,0,0,1,0,0,0,0,1
653,1,3,0,2.0578603336462318,1,2,0,1,0,0,0,0,1,0
654,0,3,0,1.9095425048844386,1,1,0,1,0,0,0,0,1,0
655,0,2,1,4.297285406218791,3,2,0,0,1,0,0,0,0,1
656,0,3,1,2.0663309725297405,1,3,0,0,1,0,0,0,0,1
657,0,3,0,2.740840023925201,3,3,0,0,0,1,0,0,1,0
658,0,2,1,2.5649493574615367,1,2,0,0,1,0,0,0,0,1
659,0,1,1,4.729818490553202,3,5,0,0,1,0,0,1,0,0
660,1,1,1,4.895224442584928,3,5,0,0,1,0,0,0,0,1
661,0,3,1,1.9775472339984959,1,4,0,0,1,0,0,1,0,0
662,0,1,1,3.2421039509874077,1,4,0,0,1,0,0,0,0,1
663,0,3,1,2.0143428636837015,1,3,0,0,1,0,0,0,0,1
664,1,3,1,2.0700223197633445,2,2,0,0,1,0,0,0,0,1
665,0,2,1,4.297285406218791,3,3,0,0,1,0,0,0,0,1
666,0,2,1,2.5649493574615367,1,2,0,0,1,0,0,0,0,1
667,0,3,1,2.0509134580652977,1,3,0,0,1,0,0,0,0,1
668,0,3,1,2.0856720914304723,1,4,0,0,1,0,0,0,0,1
669,1,1,0,3.9512437185814275,2,3,0,0,0,1,0,0,0,1
670,1,2,0,3.6635616461296463,3,4,0,0,0,1,0,0,0,1
671,0,1,1,3.9512437185814275,2,3,0,0,1,0,0,0,0,1
672,0,2,1,2.3513752571634776,1,7,0,0,1,0,0,0,0,1
673,1,2,1,2.5649493574615367,1,3,0,0,1,0,0,0,0,1
674,0,2,1,0.0,1,3,0,0,1,0,0,0,0,1
675,0,3,1,2.0509134580652977,1,1,0,0,1,0,0,0,0,1
676,0,3,1,2.0856720914304723,1,2,0,0,1,0,0,0,0,1
677,1,3,0,2.286628460369784,1,1,0,1,0,0,0,0,0,1
678,0,3,0,3.8480176754522337,8,4,0,0,0,1,0,0,0,1
679,1,1,1,6.238967387173662,2,3,0,0,1,0,0,1,0,0
680,0,3,0,2.0964830075346876,1,2,0,1,0,0,0,0,1,0
681,1,1,1,4.340282339965535,1,2,0,0,1,0,0,1,0,0
682,0,3,1,2.221917189926591,1,2,0,0,1,0,0,0,0,1
683,0,3,1,3.8480176754522337,8,1,0,0,1,0,0,0,0,1
684,0,2,1,3.6635616461296463,3,6,0,0,1,0,0,0,0,1
685,0,2,1,3.7276000422255353,4,2,0,0,1,0,0,1,0,0
686,0,3,1,3.6810362766529106,6,1,0,0,1,0,0,0,0,1
687,0,3,1,2.319520869700248,1,1,0,0,1,0,0,0,0,1
688,0,3,1,2.0535851271346086,1,1,0,0,1,0,0,0,0,1
689,1,1,0,5.353456381663085,2,1,0,1,0,0,0,0,0,1
690,1,1,1,4.04305126783455,2,3,0,0,1,0,0,0,0,1
691,1,3,0,2.5965001996654262,2,0,0,1,0,0,0,1,0,0
692,1,3,1,4.034166299106131,1,3,0,0,1,0,0,0,0,1
693,0,3,1,1.9775472339984959,1,2,0,0,1,0,0,1,0,0
694,0,1,1,3.279029747687948,1,6,0,0,0,0,1,0,0,1
695,0,2,1,2.6026896854443837,1,5,0,0,1,0,0,0,0,1
696,0,3,1,2.0856720914304723,1,4,0,0,1,0,0,0,0,1
697,1,3,0,2.0455356796500372,1,2,0,1,0,0,0,0,1,0
698,0,1,1,4.708478296903478,3,4,0,0,1,0,0,1,0,0
699,0,3,1,2.0347056478384444,1,4,0,0,1,0,0,0,0,1
700,1,1,0,5.427260122463419,2,1,0,0,0,1,0,1,0,0
701,1,1,1,3.2690935410288184,1,3,0,0,1,0,0,0,0,1
702,0,3,0,2.6709850297651974,2,1,0,1,0,0,0,1,0,0
703,0,3,1,2.046621301727582,1,2,0,0,1,0,0,0,1,0
704,0,3,1,2.061048420562944,2,2,0,0,1,0,0,0,0,1
705,0,2,1,3.258096538021482,1,3,0,0,1,0,0,0,0,1
706,1,2,0,2.6026896854443837,1,4,0,0,0,1,0,0,0,1
707,1,1,1,3.2690935410288184,1,4,0,0,1,0,0,0,0,1
708,1,1,0,5.020915603503812,1,2,0,1,0,0,0,0,0,1
709,1,3,1,2.7243040552851014,3,0,1,0,0,0,0,1,0,0
710,1,1,0,3.902057514460064,1,2,0,1,0,0,0,1,0,0
711,0,1,1,3.279029747687948,1,3,0,0,1,0,0,0,0,1
712,1,1,1,3.9512437185814275,2,4,0,0,1,0,0,0,0,1
713,0,3,1,2.2495323569595644,1,2,0,0,1,0,0,0,0,1
714,0,2,1,2.5649493574615367,1,5,0,0,1,0,0,0,0,1
715,0,3,1,2.0347056478384444,1,1,0,0,1,0,0,0,0,1
716,1,1,0,5.427260122463419,1,3,0,1,0,0,0,1,0,0
717,1,2,0,2.3513752571634776,1,2,0,1,0,0,0,0,0,1
718,0,3,1,2.740840023925201,1,3,0,0,1,0,0,0,1,0
719,0,3,1,2.0509134580652977,1,3,0,0,1,0,0,0,0,1
720,1,2,0,3.4965075614664802,2,0,0,1,0,0,0,0,0,1
721,0,3,1,1.9536231841196134,2,1,0,0,1,0,0,0,0,1
722,0,2,1,2.5649493574615367,1,3,0,0,1,0,0,0,0,1
723,0,2,1,2.5649493574615367,1,5,0,0,1,0,0,0,0,1
724,1,1,1,3.9721769282478934,2,2,0,0,1,0,0,0,0,1
725,0,3,1,2.1590033645160216,1,2,0,0,1,0,0,0,0,1
726,1,2,0,3.044522437723423,4,3,0,0,0,1,0,0,0,1
727,1,3,0,2.0460786380107145,1,2,0,1,0,0,0,0,1,0
728,0,2,1,3.258096538021482,2,2,0,0,1,0,0,0,0,1
729,0,3,0,2.0700223197633445,2,2,0,1,0,0,0,0,0,1
730,1,1,0,5.353456381663085,1,2,0,1,0,0,0,0,0,1
731,0,3,1,2.933191755079093,1,1,0,0,1,0,0,1,0,0
732,0,2,1,0.0,1,3,0,0,1,0,0,0,0,1
733,0,2,1,2.5649493574615367,1,2,0,0,1,0,0,0,0,1
734,0,2,1,2.5649493574615367,1,2,0,0,1,0,0,0,0,1
735,0,3,1,2.7788192719904172,1,2,0,0,1,0,0,0,0,1
736,0,3,0,3.5373295559867355,5,4,0,0,0,1,0,0,0,1
737,1,1,1,6.238967387173662,1,3,0,0,1,0,0,1,0,0
738,0,3,1,2.0663309725297405,1,3,0,0,1,0,0,0,0,1
739,0,3,1,2.0663309725297405,1,3,0,0,1,0,0,0,0,1
740,1,1,1,3.4011973816621555,1,3,0,0,1,0,0,0,0,1
741,0,1,1,4.367547313409047,2,3,0,0,1,0,0,0,0,1
742,1,1,0,5.569774778140797,5,2,0,1,0,0,0,1,0,0
743,0,3,1,2.7788192719904172,2,2,0,0,1,0,0,0,0,1
744,1,3,1,2.0700223197633445,1,3,0,0,1,0,0,0,0,1
745,0,1,1,4.2626798770413155,3,7,0,0,1,0,0,0,0,1
746,0,3,1,3.0081547935525483,3,1,0,0,1,0,0,0,0,1
747,1,2,0,2.5649493574615367,1,3,0,1,0,0,0,0,0,1
748,0,1,1,3.9721769282478934,2,1,0,0,1,0,0,0,0,1
749,0,3,1,2.0476928433652555,1,3,0,0,1,0,0,0,1,0
750,1,2,0,3.1354942159291497,3,0,0,1,0,0,0,0,0,1
751,1,3,1,2.5237266416375825,2,0,1,0,0,0,0,0,0,1
752,0,3,1,2.2512917986064953,1,3,0,0,1,0,0,0,0,1
753,0,3,1,2.0663309725297405,1,2,0,0,1,0,0,0,0,1
754,1,2,0,4.174387269895637,4,4,0,0,0,1,0,0,0,1
755,1,2,1,2.6741486494265287,3,0,1,0,0,0,0,0,0,1
756,0,3,1,2.0535851271346086,1,2,0,0,1,0,0,0,0,1
757,0,2,1,2.4423470353692043,1,1,0,0,1,0,0,0,0,1
758,0,3,1,2.0856720914304723,1,3,0,0,1,0,0,0,0,1
